英文名称,中文名称,制裁日期,是否母公司,是否上市,股票代码,备注,所在清单
Sysdynamic Limited.,,2009/07/21;2020/12/23,,,,港企,EL
Tam Shue Nga,,2009/07/21;2020/12/23,,,,个人,EL
Centre Bright Electronics Company Limited,,2010/01/13;2020/12/23,,,,港企,EL
Chitron Electronics Company Ltd,深圳市驰创电子有限公司,2010/01/13;2020/12/23,2,0,,内地企业,EL
Exodus Microelectronics Company Limited,,2010/01/13;2020/12/23,,,,港企,EL
Hong Chun Tai,,2010/01/13;2020/12/23,,,,个人,EL
Victory Wave Holdings Limited,,2010/01/13;2020/12/23,,,,港企,EL
Wong Wai Chung,,2010/01/13;2020/12/23,,,,个人,EL
Wong Yung FaI,,2010/01/13;2020/12/23,,,,个人,EL
ACTeam Logistics Ltd.,,2010/02/19;2020/12/23,,,,港企,EL
"Dick Kuo, Ltd",,2010/02/19;2020/12/23,,,,港企,EL
Dick Leung,,2010/02/19;2020/12/23,,,,个人,EL
Joe Shih,,2010/02/19,,,,个人,EL
"Signet Express Co., Ltd.",,2010/02/19;2020/12/23,,,,港企,EL
Tex-Co Hongxin Logistics Limited,,2010/02/19;2015/11/12;2020/12/23,,,,港企,EL
Tex-Co Logistics Ltd.,,2010/02/19,,,,港企,EL
SEIBOW LIMITED,,2010/06/16;2012/11/08,,,,港企,SDN
SEIBOW LOGISTICS LIMITED,,2010/06/16;2011/03/31;2012/11/08,,,,港企,SDN
Fang Yu,,2010/06/28,,,,个人,EL
OnTime Electronics Technology Company,深圳市欧时电子有限公司,2010/06/28;2020/12/23,0,0,,内地企业,EL
Tam Wai Tak,,2010/06/28;2020/12/23,,,,个人,EL
"Toptics, Inc.",杭州顶尖光学有限公司,2010/06/28,0,0,,内地企业,EL
Xi'an Xiangyu Aviation Technology Group,西安翔宇航空科技股份有限公司,2010/06/28,0,0,,内地企业,EL
Biznest,,2011/07/25;2015/11/12;2020/12/23,,,,港企,EL
Mikrocity HK Limited.,,2011/07/25;2015/11/12;2020/12/23,,,,港企,EL
Cho-Man Wong,,2011/10/12;2014/09/18;2020/12/23,,,,个人,EL
Hang Tat Electronics Enterprises Co.,,2011/10/12;2020/12/23,,,,港企,EL
"Action Global Co., Limited",动向国际科技股份有限公司,2011/10/31;2020/12/23,2,0,,内地企业,EL
Amaze International,,2011/10/31;2020/12/23,,,,港企,EL
Corezing International Group Company,,2011/10/31;2020/12/23,,,,港企,EL
Lim Kow Seng,,2011/10/31;2020/12/23,,,,个人,EL
Lim Yong Nam,,2011/10/31,,,,个人,EL
Luo Jie,,2011/10/31;2020/12/23,,,,个人,EL
OEM Hub Co Ltd,,2011/10/31;2020/12/23,,,,港企,EL
"Zhou Zhenyong,",,2011/10/31;2020/12/23,,,,个人,EL
"Xian Semi Electronic Co., Ltd.",,2011/11/21,,,,港企,EL
POLYTON (ASIA) LIMITED,,2011/12/29;2019/12/11,,,,港企,SDN
HONG KONG INTERTRADE COMPANY,,2012/07/12,,,,港企,SDN
Sichuan University,四川大学,2012/09/19;2023/03/06,,,,高校,EL
"Sichuan University, Institute of Advanced Polymer Materials",四川大学高分子研究所,2012/09/19;2023/03/06,,,,研究所,EL
"Sichuan University, Luzhou Industrial Technology Research Institute",四川大学泸州产业技术研究院,2012/09/19;2023/03/06,,,,研究所,EL
"Sichuan University, Qingdao Research Institute",四川大学青岛研究院,2012/09/19;2023/03/06,,,,研究所,EL
"Sichuan University, Suzhou Research Institute",四川大学苏州研究院,2012/09/19;2023/03/06,,,,研究所,EL
"Sichuan University, Yibin Industrial Technology Research Institute",四川大学宜宾研究院,2012/09/19;2023/03/06,,,,研究所,EL
University of Electronic Science and Technology of China,,2012/09/19,,,,高校,EL
Sergey Koynov,,2012/10/09;2020/12/23,,,,港企,EL
Serko Limited,,2012/10/09;2015/11/12;2020/12/23,,,,港企,EL
IDEAL SUCCESS INVESTMENTS LIMITED,,2012/11/08,,,,港企,SDN
LI Fangwei,,2012/11/08,,,,个人,SDN
STARRY SHINE INTERNATIONAL LIMITED,,2012/11/08,,,,港企,SDN
TOP GLACIER COMPANY LIMITED,,2012/11/08,,,,港企,SDN
TOP PRESTIGE TRADING LIMITED,,2012/11/08,,,,港企,SDN
LEADER (HONG KONG) INTERNATIONAL TRADING LIMITED,,2013/01/24,,,,港企,SDN
RA Kyong-Su,"Tanchon Commercial Bank Representative to Beijing, China",2013/01/24;2015/07/23;2018/10/04;2020/05/13,,,,个人,SDN
Giant Base Asia Limited,,2013/03/28;2015/11/12;2020/12/23,,,,港企,EL
Jadeshine,北京嘉盛智检科技有限公司,2013/03/28,0,0,,内地企业,EL
Jadeshine Engineering (HK) Co.,,2013/03/28;2015/11/12;2020/12/23,,,,港企,EL
Jason Shuai,,2013/03/28;2020/12/23,,,,个人,EL
Anvik Technologies Sdn. Bhd.,,2013/12/12;2020/12/23,,,,港企,EL
Babak Jafarpour,巴巴克·贾法普尔,2013/12/12;2020/12/23,,,,个人,EL
Beijing Beihang Assets Management Co. Ltd.,北京北航资产经营有限公司,2013/12/12;2022/08/24,2,0,,内地企业,EL
Beijing Tianhua,北京北航天华时代科技有限公司,2013/12/12;2022/08/24,1,0,,内地企业,EL
Bob Jefferson,鲍勃·杰弗逊,2013/12/12;2020/12/23,,,,个人,EL
Comsum Technologies (Group) Ltd.,,2013/12/12;2020/21/23,,,,港企,EL
David Lee,大卫·李,2013/12/12;2020/12/23,,,,个人,EL
"FOC (HK) Technology Co., Ltd.",,2013/12/12;2020/12/23,,,,港企,EL
Hansen Technologies Limited,,2013/12/12;2020/12/23,,,,港企,EL
"Longtek Company, Ltd",北京朗迪锋科技有限公司,2013/12/12,2,0,,内地企业,EL
Peter Jay,彼得·杰,2013/12/12;2020/12/23,,,,个人,EL
Sam Lee,山姆·李,2013/12/12;2020/12/23,,,,个人,EL
Samson Lee,萨姆森·李,2013/12/12;2020/12/23,,,,个人,EL
Tenfine Ltd.,广东腾晖信息科技开发股份有限公司,2013/12/12,,,,港企,EL
DALIAN ZHENGHUA MAOYI YOUXIAN GONGSI,大连正华商贸有限公司,2014/04/29,0,0,,内地企业,SDN
"DALIAN ZHONGCHUANG CHAR-WHITE CO., LTD.",大连中创炭素有限公司,2014/04/29,0,0,,内地企业,SDN
"KARAT INDUSTRY CO., LTD.",,2014/04/29,,,,港企,SDN
MTTO INDUSTRY AND TRADE LIMITED,,2014/04/29,,,,港企,SDN
SINOTECH DALIAN CARBON AND GRAPHITE MANUFACTURING CORPORATION,大连中创炭素有限公司,2014/04/29,,,,内地企业,SDN
"SINOTECH INDUSTRY CO., LTD.",上海思诺特工业技术有限公司,2014/04/29,0,0,,内地企业,SDN
SUCCESS MOVE LTD.,,2014/04/29,,,,港企,SDN
TEREAL INDUSTRY AND TRADE LIMITED,天津百得锐国际货运代理有限公司,2014/04/29,,,,内地企业,SDN
Aviation Industry Corporation of China's (AVIC) Institute 625,中国航空工业集团公司第625研究所,2014/05/01;2018/01/26,,,,研究所,EL
Beijing Aeronautical Manufacturing Technology Research Institute,中国航空工业集团公司北京航空制造工程研究所,2014/05/01;2018/01/26,,,,研究所,EL
Chengdu Latest Electronics Technology Company,成都雷斯特科技有限公司,2014/05/01,0,0,,内地企业,EL
Dalian Ligong Safety Equipment Company Limited,大连度达理工安全系统有限公司,2014/05/01,0,0,,内地企业,EL
"Fushun Jinly Petrochemical Carbon Co., Ltd",抚顺金利石化炭素有限公司,2014/05/01,0,0,,内地企业,EL
"Liaoyang Carbon Co., Ltd.",辽阳炭素有限公司,2014/05/01,2,0,,内地企业,EL
"Xinghe Xingyong Carbon Co., Ltd",兴和兴永碳素有限公司,2014/05/01,0,0,,内地企业,EL
Zhu Kuibao,,2014/05/01,,,,个人,EL
"BOYLE CHEMICAL CO., LTD.",上海波以尔化工有限公司,2014/05/07,0,0,,内地企业,SDN
Bing Lu,,2014/06/05;2020/12/23,,,,港企,EL
BVI Electronics,,2014/06/05;2020/12/13,,,,港企,EL
"JLD Technology, Hong Kong Co., Ltd.",,2014/06/05;2015/11/12;2020/12/23,,,,港企,EL
Sinovac Technology Limited,,2014/06/05;2020/12/23,,,,港企,EL
Synergy Express Ltd.,,2014/06/05;2020/12/23,,,,港企,EL
Xianfa Lin,,2014/06/05;2017/05/16;200/12/23,,,,个人,EL
Brilliance Technology Ltd,,2014/06/16;2017/04/06,,,,港企,UVL
China National Plant Import/Export Co.,中国成套设备进出口集团有限公司,2014/06/16,2,0,,内地企业,UVL
Hong Kong Haimao Info-Tec Development Co Ltd,,2014/06/16,,,,港企,UVL
Lianqi (HK) Electronics Co Ltd,,2014/06/16,,,,港企,UVL
Lion Chip Electronics Ltd,,2014/06/16,,,,港企,UVL
Maipu Communication Technology Co Ltd,,2014/06/16,,,,港企,UVL
Nano Tech International Co Ltd,,2014/06/16,,,,港企,UVL
"Narpel Technology Co., Limited",,2014/06/16;2015/01/29;2015/10/07,,,,港企,UVL
Powersun Electronics,,2014/06/16;2015/01/29,,,,港企,UVL
Yashen (HK) Electronics,,2014/06/16,,,,港企,UVL
ZDAS (HK) Company,,2014/06/16,,,,港企,UVL
ZhongJie Electronics,,2014/06/16,,,,港企,UVL
China Xinshidai Company,中国新时代科技有限公司,2014/06/26,1,0,,内地企业,EL
HWA Create,北京华力创通科技股份有限公司,2014/06/26;2020/12/23,2,2,300045.0,内地企业,EL
"Panda International Information Technology Company, Ltd",熊猫（北京）国际信息技术有限公司,2014/06/26,1,1,600775.0,内地企业,EL
"Poly Technologies Inc.,",保利科技有限公司,2014/06/26,1,0,,内地企业,EL
STARS INTERNATIONAL LTD,,2014/07/10;2016/04/15,,,,港企,SDN
CEC LIMITED,中国电子信息产业集团有限公司,2014/07/29,2,0,,内地企业,SDN
WANG Guoying,,2014/07/29;2024/03/14,,,,个人,SDN
OCEAN MARITIME MANAGEMENT COMPANY LIMITED,,2014/07/30,,,,港企,SDN
Beijing Aeronautics Yangpu Technology Investment Company (BAYTIC),北京航空航天洋浦科技投资有限公司,2014/08/01,,,,内地企业,EL
"Chengdu GaStone Technology Co., Ltd.",成都海威华芯科技有限公司,2014/08/01;2016/03/21;2018/08/01,0,0,,内地企业,EL
China Electronics Technology Group Corporation 29 (CETC 29) Research Institute,"中国电子科技集团公司第二十九研究所
（中国西南电子设备研究所）",2014/08/01;2015/11/12,,,,研究所,EL
Jiangsu Leidian Technology Company (JLTC),江苏昊锐宜拓科技有限公司,2014/08/01,0,0,,内地企业,EL
PRC Lode Technology Company,北京诺典科技有限公司,2014/08/01;2015/11/12;2016/03/21;2020/12/23,0,0,,内地企业,EL
Qing'an International Trading Group,中国庆安国际贸易集团有限公司,2014/08/01,0,0,,内地企业,EL
Su Bin,,2014/08/01;2020/12/23;2021/03/04,,,,个人,EL
Tian Hang Yang Pu Technology Investment Limited Company,北京天航阳普科技投资有限公司,2014/08/01,0,0,,内地企业,EL
Bako Cheung,,2014/09/18;2020/12/23,,,,个人,EL
Beijing Lion Heart International Trading Company,北京莱恩赫特国际贸易有限公司,2014/09/18;2020/12/23,0,0,,内地企业,EL
Channel Rich Electronics Company Limited,,2014/09/18;2020/12/23,,,,港企,EL
Fortune Source Electronics Co. Ltd,,2014/09/18;2020/12/23,,,,港企,EL
Sau Luen Chan,,2014/09/18;2020/12/23,,,,个人,EL
Daystar Electric (HK) Ltd.,,2015/01/29,,,,港企,UVL
E-Chips Technology,,2015/01/29;2015/10/07,,,,港企,UVL
Hongbo Industrial Technology,,2015/01/29,,,,港企,UVL
Ling Ao Electronic Technology Co. Ltd,,2015/01/29;2015/10/07;2017/04/06;2018/05/17;2019/04/11,,,,港企,UVL
Suke Logistics Ltd.,,2015/01/29,,,,港企,UVL
National Supercomputing Center Changsha,国家超级计算长沙中心,2015/02/18;2022/10/13,,,,研究所,EL
National Supercomputing Center Guangzhou,国家超级计算广州中心,2015/02/18;2022/10/13,,,,研究所,EL
National Supercomputing Center Shenzhen,国家超级计算深圳中心,2015/02/18;2022/10/13,,,,研究所,EL
National University of Defense Technology (NUDT),国防科技大学,2015/02/18;2019/06/24;2022/06/30;2022/10/13,,,,高校,EL
"Shandong Sheenrun Optics & Electronics Co., Ltd.",山东神戎电子股份有限公司,2015/04/23,2,2,832992.0,内地企业,EL
"Kinglead Electronics Co., Ltd.",深圳市津利帝科技有限公司,2015/06/05;2015/11/12;2020/12/23,0,0,,内地企业,EL
Kinglead International Trading Limited,,2015/06/05;2015/11/12;2020/12/23,,,,港企,EL
Beijing FJR Optoelectronic Technology Company Ltd,北京富吉瑞光电科技股份有限公司,2015/07/08,2,2,688272.0,内地企业,EL
Beijing Opto-Electronics Technology Company,北京雷生强式科技有限责任公司,2015/07/28,1,0,,内地企业,EL
BOP Opto-Electronics Technology Company,北京波谱华光科技有限公司,2015/07/28,1,0,,内地企业,EL
China Electronic Technology Group Corporation No. 11 Research Institute,中国电子科技集团公司第十一研究所,2015/07/28,,,,研究所,EL
China Electronics Technology Corporation (CETC) Infrared Engineering and Technology Company,中电科技集团红外工程技术有限公司,2015/07/28,0,0,,内地企业,EL
Fuyuan Huang,,2015/07/28,,,,个人,EL
Yin Zhao,,2015/07/28,,,,个人,EL
Yiwu Tianying Optical Instrument Company,,2015/07/28,,,,港企,EL
Yogone Electronics Co.,,2015/10/07,,,,港企,UVL
"KAIKAI TECHNOLOGY CO., LTD.",,2015/10/15,,,,港企,SDN
AERO SKYONE CO. LIMITED,,2015/11/05;2016/04/15,,,,港企,SDN
LE-HUA ELECTRONIC FIELD CO. LIMITED,,2015/11/05;2016/04/15,,,,港企,SDN
32Group China Ltd.,,2015/11/12,,,,港企,EL
Caprice Group Ltd,,2015/11/12;2020/12/23,,,,港企,EL
Kitronix Display (H. K) Limited,,2015/11/12;2020/12/23,,,,港企,EL
Reekay Technology Ltd,,2015/11/12;2020/12/23,,,,港企,EL
Sky Rise Technology Ltd.,,2015/11/12;2020/12/23,,,,港企,EL
"TiMi Technologies Co., Ltd",北京泰美世纪科技有限公司,2015/11/12;2020/12/23,0,0,,内地企业,EL
Wang Wei,,2015/11/12;2020/12/23,,,,个人,EL
"ANHUI LAND GROUP CO., LIMITED",,2016/01/17,,,,港企,SDN
Beijing 8 Star International Co.,北京八星国际贸易有限公司,2016/03/08,0,0,,内地企业,EL
Chen Qu,,2016/03/21;2019/08/14,,,,个人,EL
Edward Fan,,2016/03/21;2019/08/14,,,,个人,EL
Gala Wang,,2016/03/21,,,,个人,EL
Jinan Tongbaolai Oilfield Equipment Co. Ltd,济南通宝莱石油机械有限公司,2016/03/21,0,0,,内地企业,EL
"Joinus Freight Systems HK Ltd,",,2016/03/21;2018/09/04;2020/12/23,,,,港企,EL
Sharon Yang,,2016/03/21;2019/08/14,,,,个人,EL
Skylinks FZC,,2016/03/21;2020/12/23,,,,港企,EL
TanWei,,2016/03/21;2019/08/14,,,,个人,EL
Boqur International Ltd.,,2016/06/21,,,,港企,UVL
Carry Goldstar Ltd.,,2016/06/21,,,,港企,UVL
Central Right Investments Ltd.,,2016/06/21,,,,港企,UVL
"CST Source Industrial Co., Ltd.",,2016/06/21,,,,港企,UVL
Foang Tech Inc.,,2016/06/21;2020/12/23,,,,港企,EL
"Fussion Electronics Co., Ltd.",,2016/06/21,,,,港企,UVL
Globe Communication (HK) Ltd.,,2016/06/21,,,,港企,UVL
"Haofeng Industrial Co., Ltd.",,2016/06/21,,,,港企,UVL
Hong Kong Engy Technology Co.,,2016/06/21,,,,港企,UVL
INFINITY WISE TECHNOLOGY LIMITED,,2016/06/21;2020/12/23,,,,港企,EL
"Jin Yan Technology & Development Co., Ltd.",,2016/06/21,,,,港企,UVL
KingV Ltd.,,2016/06/21,,,,港企,UVL
"Master-Uni Industry Co., Ltd.",,2016/06/21,,,,港企,UVL
Ninehead Bird Semiconductor,武汉九头鸟科技有限公司,2016/06/21,,,,内地企业,EL
Panda Semiconductor,,2016/06/21;2020/12/23,,,,港企,EL
Phonai Electronics Ltd.,,2016/06/21,,,,港企,UVL
"Pinky Trading Co., Ltd.",,2016/06/21,,,,港企,EL
Scitech International Express Co. Limited,,2016/06/21,,,,港企,UVL
Selective Components Ltd.,,2016/06/21,,,,港企,UVL
Sun Wing Ltd.,,2016/06/21,,,,港企,UVL
Sur-Link Technology (HK) Ltd.,,2016/06/21,,,,港企,UVL
Toptech Electronics Ltd.,,2016/06/21,,,,港企,UVL
Well Smart (HK) Technology,,2016/06/21;2020/12/23,,,,港企,EL
Winthought Company Ltd.,,2016/06/21,,,,港企,UVL
Wise Smart (HK) Electronics Limited,,2016/06/21;2020/12/23,,,,港企,EL
Yield Best International,,2016/06/21,,,,港企,UVL
LANG Jonha,Position: T-Rubber Representative; Alt. Position: T-Rubber Sales Manager,2016/07/21,,,,个人,SDN
"T-RUBBER CO., LTD",三橡股份有限公司,2016/07/21,2,0,,内地企业,SDN
Giovan Ltd,,2016/09/07;2020/12/23,,,,港企,EL
Technopole Ltd.,,2016/09/07;2020/12/23,,,,港企,EL
DANDONG HONGXIANG INDUSTRIAL DEVELOPMENT CO LTD,丹东鸿祥实业发展有限公司,2016/09/26;2018/10/04;2020/05/13,0,0,,内地企业,SDN
ZHOU Jianshu,"General Manager, Dandong Hongxiang Industrial Development Co Ltd",2016/09/26;2018/10/04;2020/05/13,,,,个人,SDN
GUANGZHOU SYRISS LOGISTICS & SERVICES,广州市赛黎司国际货运代理有限公司,2016/12/23,0,0,,内地企业,SDN
COSAILING BUSINESS TRADING COMPANY LIMITED,青岛航帆贸易有限公司,2017/02/03,0,0,,内地企业,SDN
NINGBO NEW CENTURY IMPORT AND EXPORT COMPANY,宁波新世纪进出口有限公司,2017/02/03,1,0,,内地企业,SDN
"NINGBO NEW CENTURY IMPORT AND EXPORT COMPANY, LTD.",宁波新世纪进出口有限公司,2017/02/03,,,,内地企业,SDN
Shi Lirong,,2017/03/29,,,,个人,EL
JANG Sung Nam,"Chief of the Tangun Trading Corporation branch in Dalian, China",2017/03/31;2018/10/04;2020/05/13,,,,个人,SDN
KANG Chol Su,Korea Ryonbong General Corporation Official,2017/03/31;2018/10/04;2020/05/13,,,,个人,SDN
PAK Il-Kyu,Korea Ryonbong General Corporation Official,2017/03/31;2018/10/04;2020/05/13,,,,个人,SDN
"ARI International, Ltd.",,2017/04/06,,,,港企,UVL
"Jiangsu HNHB Equipment Co., Ltd.",江苏汉能环保有限公司,2017/04/06,0,0,,内地企业,UVL
Shenzhen Winthought Tech,深圳市汇能时代科技有限公司,2017/04/06,0,0,,内地企业,UVL
SHANGHAI GANG QUAN TRADE CO.,上海港泉商贸有限公司,2017/05/17,0,0,,内地企业,SDN
SHANGHAI NORTH BEGINS INTERNATIONAL,上海丙至国际贸易有限公司,2017/05/17,0,0,,内地企业,SDN
SHANGHAI NORTH TRANSWAY INTERNATIONAL TRADING CO.,上海创徽国际贸易有限公司,2017/05/17,0,0,,内地企业,SDN
"DALIAN GLOBAL UNITY SHIPPING CO., LTD.",大连宇联船务代理有限公司,2017/06/29;2018/10/04;2020/05/13,0,0,,内地企业,SDN
LI Hong Ri,,2017/06/29;2018/10/04;2020/05/13,,,,个人,SDN
SUN Wei,,2017/06/29;2017/08/22;2018/10/04;2020/05/13,,,,个人,SDN
ABASCIENCE TECH CO. LTD.,,2017/07/18,,,,港企,SDN
RAYBEAM OPTRONICS CO. LTD.,三河市汉广设备有限公司,2017/07/18;2018/04/30;2019/05/14;2020/09/23;2023/10/18,0,0,,内地企业;港企,SDN;ISN
"RAYTRONIC CORPORATION, LIMITED",,2017/07/18,,,,港企,SDN
"SUNWAY TECH CO., LTD",北京旭润科技有限公司,2017/07/18;2023/10/18,0,0,,内地企业,SDN
CHI Yupeng,"Chairman and Majority Owner, Dandong Zhicheng Metallic Material Co., Ltd.",2017/08/22;2018/10/04;2020/05/13,,,,个人,SDN
"DANDONG RICH EARTH TRADING CO., LTD.",丹东富地贸易有限公司,2017/08/22;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"DANDONG TIANFU TRADE CO., LTD.",丹东天富贸易有限公司,2017/08/22;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"DANDONG ZHICHENG METALLIC MATERIAL CO., LTD.",丹东至诚金属材料有限公司,2017/08/22;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"JINHOU INTERNATIONAL HOLDINGS CO., LTD.",金猴国际控股有限公司,2017/08/22;2018/10/04;2020/05/13,1,0,,内地企业,SDN
MINGZHENG INTERNATIONAL TRADING LIMITED,,2017/08/22,,,,港企,SDN
HONG Jinhua,"Deputy General Manager, Dandong Hongxiang Industrial Development Co Ltd",2017/09/26;2018/10/04;2020/05/13,,,,个人,SDN
LUO Chuanxu,"Financial Manager, Dandong Hongxiang Industrial Development Co Ltd",2017/09/26;2018/10/04;2020/05/13,,,,个人,SDN
MA Xiaohong,Director of Dandong Hongxiang Industrial Development Co Ltd,2017/09/26;2018/10/04;2020/05/13,,,,个人,SDN
PAN Hao,,2017/09/26;2018/10/04;2020/05/13,,,,个人,SDN
WUHAN SANJIANG IMPORT AND EXPORT CO. LTD,武汉三江进出口有限公司,2017/10/13,1,0,,内地企业,SDN
"DANDONG DONGYUAN INDUSTRIAL CO., LTD.",丹东东源实业有限公司,2017/11/21;2018/10/04;2020/05/13,0,0,,内地企业,SDN
DANDONG HONGDA TRADE CO. LTD.,丹东市鸿达贸易有限公司,2017/11/21;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"DANDONG KEHUA ECONOMY & TRADE CO., LTD.",丹东科华经贸有限公司,2017/11/21;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"DANDONG XIANGHE TRADING CO., LTD.",丹东祥和商贸有限公司,2017/11/21;2018/10/04;2020/05/13,0,0,,内地企业,SDN
SUN Sidong,,2017/11/21;2018/10/04;2020/05/13,,,,个人,SDN
GAO Yan,,2017/12/21,,,,个人,SDN
"BOCHUANG CERAMIC, INC.",上海博瓷实业有限公司,2018/01/12,0,0,,内地企业,SDN
YUHUA Shi,,2018/01/12,,,,个人,SDN
BEIJING CHENGXING TRADING CO. LTD.,北京成兴贸易有限公司,2018/01/24;2018/10/04;2020/05/13,0,0,,内地企业,SDN
CK INTERNATIONAL LTD,,2018/01/24,,,,港企,SDN
